period_of_report,fiscal_year,Revenues,NetIncomeLoss,GrossProfit,CostOfRevenue,OperatingIncomeLoss,OperatingCashFlow,CapEx,AssetsCurrent,LiabilitiesCurrent,LongTermDebt,StockholdersEquity,gross_profit_derived,GrossMargin,OperatingMargin,FreeCashFlow,CurrentRatio,DebtToEquity
2024-12-31,2024,,,,,,,,0.59475,0.103025,,-1.542117,False,,,,5.7728706624605675,
2025-12-31,2025,,1.637488,,,-0.908002,-0.401584,,0.151987,1.30933,,-3.257343,False,,,,0.11607997983701587,
